,height,initspeed,breakx,breakz,initposx,initposz,extension,spinrate,predictions
0,77,84.45622808126471,4.15364641712227,9.33881869892183,4.0563532484955696,6.486289370684509,6.16605060313671,2257.15320253766,10
1,76,88.21979884775709,-7.082678587648849,3.0917786668899194,-2.21835861280757,5.99797660188056,6.52726502817609,2200.83668371183,9
2,76,86.35146879835871,-7.998645641885231,3.87541969124559,-2.34628721663596,5.91978966436414,6.35089615642107,2227.85579755055,9
3,72,93.3098792121041,-2.8000424057905002,8.27078140059263,-1.8508654893836698,5.8865826411260995,6.0447874406500395,2188.7353520274696,10
4,77,85.2841534113983,9.41161183771334,7.600999016983679,4.21855529302939,6.536227354206869,6.219090462218901,2102.09889525307,10
5,76,80.9815032342506,-5.79548555866431,-3.3262102259085697,-1.68192370955549,6.25388947152066,6.298365678923401,1592.80961578199,4
6,72,90.10887361495001,-1.0482197781713,10.026856565577,-1.21288129894088,6.006954214220901,6.40843632974517,1839.4571853923399,10
7,72,92.4235425877632,-4.10307569576132,12.334941074857198,-1.09304331934432,6.0784451787239595,6.423154570108429,2160.67384425863,10
8,80,88.8150137244173,-4.83444937258192,6.3968055481526696,-1.9991221966988701,5.7288789522305095,6.432251321166261,2055.49785774235,9
9,72,88.83242189335691,-10.2512215774332,6.07550625174973,-2.22428139963856,5.642007323539809,6.07800641962803,1911.2317683264498,9
10,76,75.1688592447482,4.23534035084053,-10.0663388186157,-1.6340120605021202,6.5747734885612905,5.93323893636755,3052.33790922755,2
11,80,87.7042846761389,0.0182990960013873,9.28513517104181,-1.9253028419839497,5.926563024216129,6.3362102255042005,2082.6084186755897,10
12,76,75.8032143643109,3.51015623883084,-7.15520027800177,-2.05239236456316,6.21379243850956,6.45575621186216,2975.89399857303,2
13,80,73.44117772121041,-0.129695435367472,-5.85145689513739,-2.47047113341787,5.904404898974151,6.22362724321799,2354.5036964380397,2
14,80,77.9867859225833,3.1450232483925293,-3.03665499423163,-2.1358300912074797,5.75911469067582,6.17239247363894,2392.04025306645,2
15,73,77.7102675925049,-1.3819729602631101,-2.7185990387303702,1.9685890244913402,5.9871022447784,6.28406360914471,2262.26390731837,3
16,80,80.4565228000606,-2.9674942676612,5.642023433405731,-2.10812449492757,5.967210846730059,6.301367449995941,1621.2510419985401,4
17,72,92.013984509434,-5.443524351739019,8.78291864889231,-2.3112121164252404,5.74248185093838,5.80264827728175,2296.09311119996,10
18,76,87.33365094703841,-8.02555311929606,4.5956063177584205,-2.32538224048958,6.460427028232349,5.83072500213701,2164.07983592542,9
19,72,89.77985614895901,-6.920387902699809,6.95185758723849,-1.22978599826177,5.8645649341500405,6.36619357694965,1882.8799235354898,9
20,72,80.6585999830903,3.2733903095152996,-6.16650127210554,-1.81176180794602,5.8635238197873605,6.1421320594283495,2591.96845927435,2
21,72,88.4087641189419,4.03039170864389,3.4087231838560403,-1.45942323248898,5.78235655836437,6.1624005871039405,2162.1150105135603,8
22,77,84.2774518813921,10.850297728918099,4.683982525960481,4.2945222691859195,6.43437553279634,6.479275142186,1953.57220957758,3
23,80,87.12843208819571,-0.713677291036125,7.476906287737559,-2.14627121426541,5.562282070965391,6.01920252677379,2149.10859996924,10
24,77,84.8973487333904,10.6688827538412,8.733179721595759,3.9474382192688595,6.53488807506822,6.19889983718663,1836.7769299641602,4
25,72,89.51463908902359,-4.979822606052251,9.36779455686561,-1.50771978693149,5.95384162668701,6.34959852681221,2020.56712843668,10
26,72,85.95741023676891,-6.74264959474897,6.257851871707589,-1.91364131309905,5.78532145950922,5.998005602724861,1609.8837632039301,4
27,77,86.22712501905659,10.9526019443629,8.07201102952862,4.23682126656614,6.55715197613644,6.23526393564575,2035.63628058417,10
28,73,91.7376416634305,3.6155379728493897,12.694290940595401,2.17039350456689,6.2062069396434705,5.74674648070778,2052.52532555927,10
29,80,88.9496577802228,-1.4401628409673202,9.991309234860449,-2.26002397282705,6.1869228387953,5.843570321712081,2271.17243347371,10
30,80,88.21326398715,-8.90531194787146,8.71351120450494,-1.9729720294781798,5.83168753466864,6.37374246781967,2439.2870592587697,9
31,77,81.42494362198771,-0.719470628754278,4.372815840557029,4.15466745241823,6.35683108576153,6.397216056542139,2126.64967863219,3
32,72,90.69640016108791,-6.002238979851019,4.06457441991609,-1.32479322331256,5.66753560749083,6.23216022548435,1838.23213608751,9
33,76,80.3708088255833,-2.22634707409944,1.32529384516437,-1.9459965265208,6.194774619358361,6.548403690740679,1477.20055582935,4
34,72,81.4893102269867,3.7491869798499,-2.2288820003254197,-1.77419289505598,5.9422803558374,5.94573842264422,2600.8047628505,2
35,76,80.385204654424,-5.52794681367895,0.11875350521096699,-1.57981057839688,6.10566758118259,6.19759247546798,1584.0569937741598,4
36,80,81.35630884639279,-5.50640544294025,3.38795747109824,-2.81692220693589,5.48179908557503,6.29692615706503,1462.73779243322,4
37,77,87.9394625318661,6.9005769509996195,10.1806860544329,4.16371637432776,6.498403994885581,6.272239762167669,2217.64367210392,10
38,77,85.8050850455123,8.76880876002231,4.734791016036629,4.12820733751742,6.422934778328531,6.3154791233369005,1800.1315401862698,4
39,77,85.73912011768641,9.46311656835649,6.62444362640333,4.03984250796102,6.47351894832335,6.14913264789596,2025.8549882644897,10
40,73,76.17881322791621,-7.043928172642469,-2.5172695068223905,2.2425975867041696,5.88344624808225,6.108420599136241,2167.20378706682,9
41,77,87.195269810474,2.4365320633484,8.560373754915151,4.23372932157601,6.58338898671075,5.963959227173281,2078.9707117960897,10
42,72,78.43370904412309,3.0596691025699103,-5.32762901375014,-2.0343211115549,5.82991384869524,6.312154953128201,2747.0296180822897,2
43,80,87.0838522248063,-1.10327625188759,5.50586858166142,-1.90146934821434,5.69564373316672,6.340827744785121,1929.1494844285899,10
44,77,86.07019334287891,2.86638235099629,10.6241781301099,4.01910578446632,6.52956650243414,6.50732465878272,2012.2743597781698,10
45,77,86.829679362582,2.99954494388417,10.3620745850316,4.01612522810398,6.538846144366651,5.91218066406016,2212.5500458145602,10
46,77,83.2386489811521,1.60315770548183,4.04351774146558,4.22708897079289,6.47033908662758,6.569307140093651,2154.20523673022,3
47,80,80.5923854216894,-1.6727686083945101,1.75418501000689,-2.1867649971835603,5.78543076727916,6.16425948034958,1516.8179187189498,4
48,80,85.83877220036841,-5.44379551921463,7.581477959530929,-2.9441024523894703,5.60028943509055,6.147670883778781,2441.49367938901,9
49,73,75.87777790749409,-1.57826851572494,0.9473688726980519,2.0058505443473,6.031361073593451,6.239782515260731,2162.46709113113,3
50,73,92.57176015089242,4.352553422910289,10.1251199832063,2.24950448739152,5.924939003581129,6.29994446531824,2041.9761570413898,10
51,80,82.3044708407242,-3.4956798002464105,5.7389221502162,-2.3988739277251003,5.644436309792111,6.42537725272475,1349.1672141929,4
52,80,88.31690364558159,-4.41041430962383,7.514236042766581,-2.46279779190978,5.7245099446621,6.14328149030031,2222.6739843203895,10
53,80,68.1784263824481,8.16490741660486,-9.86509511810427,-2.36133184014652,5.47736810221038,6.50088032411026,2618.5272549133897,2
54,76,74.93480364148621,6.87961632819833,-4.10936130911967,-2.09769523247767,6.37131724866277,5.95737661015826,2810.00543818737,2
55,76,81.6649498313883,-7.84989141257098,2.72808287916054,-1.9561087366781003,6.431691982157989,6.21888412860995,1405.91121390788,4
56,76,87.4790982127965,-6.77561379913306,5.31439702214358,-2.04795042191147,6.28678381849785,6.002960661748179,2348.25687611464,9
57,77,87.0290641751175,7.23170480703148,8.604991800688651,4.34909769148559,6.426830722768769,6.17271373952775,2241.33423440835,10
58,76,89.5104359541905,-9.442864376469801,1.81326066600087,-1.93746323480194,6.3038088735255595,6.210982118583161,2201.98918957808,9
59,80,86.8984330629053,-8.279128582745331,7.03952010445582,-2.46435724593643,5.7481414563567,5.98971442385162,1952.7374255488899,9
60,80,87.88500094034929,-7.85287692815706,7.24786197796763,-1.9228376069337298,5.848439646822371,6.33019443067089,2053.9364057224498,9
61,80,75.25266853146059,5.39540176645213,-4.0658835630481,-2.28622531084338,5.9088349828113795,6.54369294082576,2538.72168145667,2
62,76,83.67256568514509,-0.0526943890811705,2.33075335821173,-1.88941961359531,6.50273898223333,6.25263598396285,2298.8167743804997,3
63,76,89.67068207921079,-8.53641507573948,3.8717244914375297,-1.77954038335798,6.2240335624832595,5.840637061240151,2282.82092212192,9
64,80,86.3406204772666,-1.93154136145367,10.3218931569785,-2.15882751848731,5.95340185133634,6.626187418637559,2215.3987709181697,10
65,72,90.41012658563709,-7.014742483935571,6.44849394744722,-1.82701905019848,5.72107222291969,6.097360872589201,1849.2175996582102,9
66,77,81.77641112886799,0.34107087775103,4.28718916901807,4.11086818753299,6.37931111057044,6.22958521789293,2124.76522495608,3
67,73,77.80606196709759,-4.6488909825503395,-0.579660380101349,2.0041769477074998,5.81952436782724,6.0518481350251605,2218.43701333037,3
68,72,89.1676473893717,-5.13049291027773,8.678481250443161,-1.9182570507561398,5.83228699747862,6.339731031497901,2250.60169591246,10
69,72,92.0981013356535,-7.35512843236159,10.9965866454654,-1.80901479979229,5.88719929055733,6.06836055914055,2337.1045676754,10
70,73,76.941986829758,-4.52379157318025,-2.3624279880858596,2.09810299432502,5.79234057949583,6.08032933336012,2138.3449002011303,3
71,72,86.43966661412159,-7.17398349379982,0.338375541954336,-1.9188735906775098,5.74415014065417,6.22508081364096,1341.4553762597197,4
72,73,91.55365003814951,7.13988699703963,7.137403208904951,2.20350554220492,5.8673019593013,6.576798114655451,2019.3624918536102,10
